question,true_short_answer,predicted_short_answer
"Bir kadın, ağzında bir jilet sapıyla hastane yatağında oturuyor ve etrafındaki insanlar saçlarını yüzünden çekiyor. kadın
Şıklar:
A- usturayı yalamaya devam ediyor ve arkasındaki insanlar ellerine masaj yapıyor.
B- daha sonra sol bacağının bükülüp ulaşabildiği kısmında jileti yukarı aşağı çekmeye başlar.
C- etrafındaki insanlar onu onaylayarak alkışlarken saçını makasla tarıyor.
D- daha sonra kameradan uzaklaşmaya devam ederken tırnaklarına küçük bir oje sürüyor.",B,B
"Eğilir ve ateş yakmaya çalışır ama ateş yanmaz. Başka bir maçla tekrar dener. ateş
Şıklar:
A- her denemede daha da yükselir.
B- yayılmaya başlar.
C- Daha sonra hızla başlar ve alevler gökyüzüne doğru sıçrar.
D- tutuşarak büyük turuncu bir top haline gelir.",C,C
"[başlık] Bermuda çiminin bakımı nasıl yapılır [başlık] Yakın kesim için makaralı çim biçme makinesi kullanın. [adım] Yerel bir ev dekorasyonu mağazasından bir makaralı çim biçme makinesi satın alın. Bu çim biçme makineleri, yatay olarak kesen normal döner çim biçme makinelerinin aksine, çim bıçaklarını makas benzeri bir hareketle dikey olarak keser.
Şıklar:
A- Tarımsal elektrikli çim biçme makineleri çok kullanışlıdır çünkü çok hızlı keserler ve çimlerinizi haftada iki kez sürekli olarak biçmek zorunda kalmadan çok yakın bir kesim elde edebilirsiniz. [alt adımlar] Elektrikli çim biçme makinelerinin gerekli bakım düzeyleri eyaletten eyalete büyük ölçüde değişir, bu nedenle yalnızca çiftlik çimleri sizin için bir makaralı çim biçme makinesini kabul eder.
B- [alt adımlar] Makaralı çim biçme makinesinin lastiğe bağlanan bir tel ucu vardır. Bu, çimlerin kesilmesi için idealdir.
C- Bıçaklar kesildikten sonra kısa sürede şık, yeni bermuda çimine sahip olacaksınız. [alt adımlar] Biçme makinesini ters çevirin ve bıçakları sırayla bir makaralı çim biçme makinesiyle değiştirin.
D- [alt adımlar] Makaralı çim biçme makineleri, bıçağın geleneksel çim biçme makinelerine göre yere daha yakın ayarlanmasına olanak tanır, bu da çim biçme makinesinin çimleri ayıklamasını engeller. Makaralı çim biçme makineleri geleneksel bir çim biçme makinesinden daha pahalı bir seçenek olsa da, makaralı çim biçme makinesi daha yakın bir kesim elde etmenize olanak sağlar.",D,B
"Yatakta oturan ve güneş yanığını gösteren ve üzerine krem ​​süren bir çocuk var. bir arkadaş
Şıklar:
A- diğer adamın güneş yanığı yüzünden başını sallıyor.
B- Şimdi bir tanesi yatağın tozunu üflemek için yaprak üfleyici kullanıyor.
C- Kremi tüm vücuduna uygulamasına yardımcı olacak bazı ekipmanların üzerinden geçiyor.
D- bir tanesi saçını şekillendirecek ve Sandy bacağının büyük bir kısmını tıraş edecek.",A,C
"[header] Moğollar nasıl kayak yapılır [title] Esnek uçlu, sert kayaklar kullanın. [adım] Sert kayakların dönüş yarıçapı büyüktür ve fren yapmanıza ve yavaşlamanıza yardımcı olurlar. Esnek uçlar, her bir moğolun etrafında kolaylıkla manevra yapmanıza yardımcı olur! [alt adımlar] Daha kısa kayaklar daha keskin dönüşler yapmanızı sağlar, ancak yavaşlamaya çalıştığınızda daha az yardımcı olur.
Şıklar:
A- [title] Vücudunuzun üst kısmını dik tutun ve kollarınız önünüzde açık olsun. [adım] Vücut hareketinizin çoğunluğu, her tümseğin üzerinden geçerken bacaklarınızı rahat tutmaktan gelecektir.
B- Karda düşme olasılıkları daha azdır. [title] Keskin uçlu veya kör uçlu kayaklardan kaçının.
C- [title] Eğer varsa bir denge diski seçin. [adım] Denge diskleri, aslında bir destek diski olan yuvarlak fıçı benzeri bir taban üzerinde yatay olarak oturan kavisli disklerdir.
D- Genellikle daha uzun, daha kalın kayaklarla idare edebilirsiniz, ancak daha ince kayaklar daha yumuşak bir kar sağlar. [başlık] Kayak alanının temiz olduğundan emin olun.",A,C
"[header] Elektrik faturalarınızı nasıl azaltabilirsiniz [title] Odadan her çıktığınızda ışıkları kapattığınızdan emin olun. [adım] Odada kimse yoksa, onu aydınlatmanın bir anlamı yoktur ve aslında yaptığınız tek şey hem elektriği hem de parayı israf etmektir. Hırsızlardan ve diğer şeylerden endişeleniyorsanız zamanlayıcı satın alabilirsiniz ancak gereksiz ışıkları açık bırakmadığınızdan emin olun.
Şıklar:
A- [başlık] PVC, (elektrikli) hoparlörleri veya stereo hoparlörleri uzak tutun. [adım] Yerlerine güvenli bir şekilde kilitlendiklerinden emin olun.
B- Kapıyı kapatmak ya da ışıklarınızı kapatmak zorunda kalmak istemezsiniz. [title] Yalnızca ev telefonunuzun telefon numarasını arayın.
C- [alt adımlar] Cihazların ve lavaboların yalnızca düzenli dönüş yapmasına izin verdiğinizden emin olun. Işıkları her açtığınızda kapalı bırakın.
D- Enerji tasarruflu ampullere geçmeyi de deneyebilirsiniz. Bunları satın almak ilk başta size biraz daha pahalıya mal olabilir, ancak uzun vadede faturalarınızda büyük miktarda tasarruf sağlayabilirler.",D,D
"Adam amuda kalkıyor ve birçok sallanmayı, amuda kalkmayı, dönmeyi vb. içeren çok ayrıntılı rutinine başlıyor. adam
Şıklar:
A- Rutinini havada birden fazla takla atarak güçlü bir şekilde bitiriyor, ayağa kalkıyor, iki kolunu yanlara kaldırıyor, alkışlıyor ve iki adam ona doğru yürürken uzaklaşıyor.
B- konuşmalar ve yerden bir grafik gösteriliyor, ardından yerdeki aynı rutini anlatan bitiş metninin yer aldığı bir ekran beliriyor ve ardından tekrar siyaha dönüyor.
C- Rutin işini bitiriyor, amuda atlıyor ve elinin üzerinde dönerek duruyor, her zaman taktığı deri kemerden sekizli ütüyü alıp ütülüyor, sonra bırakıyor ve bir yudum bira alıp kalabalığa selam veriyor.
D- amuda takla atar ve takla atar, takla atar ve takla atar, takla atar ve diğer insanların yaptığı diğer şeyleri yapar.",A,C
"[başlık] Gezgin ishali nasıl önlenir? [başlık] Gelişmekte olan ülkelerde musluk suyunu içmekten kaçının. [adım] Orta ve Güney Amerika, Orta Doğu, Afrika ve Asya'daki gelişmekte olan ülkelerdeki musluk suyu bakteri, parazit ve virüslerle kirlenmiş olabilir. Bunların hepsi gezgin ishaline (td) neden olabilir.
Şıklar:
A- Mümkünse, tehlikeli bakterilerle kirlenmemiş su kullanarak gezgin ishalini önleyin. Bu, seyahat ishali semptomlarının azaltılmasına yardımcı olacaktır.
B- Musluk suyunu kullanırsanız, rahatsızlığı gidermek için banyoya gitmeden önce birkaç yudum alın. [title] Tuvalete gitmeden önce duş alın.
C- Bu bölgeleri ziyaret ederken yalnızca şişelenmiş su, çay, soda, bira, şarap, meyve suyu ve kahve gibi kapalı, şişelenmiş içecekler için. [alt adımlar] Mühür kırılmışsa başka bir şişe seçin veya isteyin.
D- [alt adımlar] Bazı ülkeler, seyahat edenlerin ishalini önlemeye yardımcı olmak için akupunktur uygular. Bilim insanları istiridye ve diğer balıkların td ile faydalı etkileşimleri olabileceğini bulmuşlardır.",C,C
"[header] Kediniz için rahat bir yatak nasıl yapılır [title] Kedinizin mükemmel bir şekilde sığabileceği bir karton kutu alarak başlayın. [adım] Çok küçük bir kutu istemezsiniz. Bu çok rahatsız edici! Kutunun kedinizden çok daha büyük olduğundan emin olun, böylece kedi biraz hareket edebilir ve rahat olacaktır! [başlık] Bir giriş yolu kesin.
Şıklar:
A- [adım] Kedinizin kolayca içeri girip çıkabilmesi için kutuya bir şerit veya kesik kenar yapıştırabilirsiniz. [alt adımlar] Giriş yolunun kedinizin geçebileceği kadar büyük olmadığından emin olun.
B- [adım] Kedinizin mükemmel bir şekilde sığabileceği kadar büyük ama yine de kedinizin dışarı çıkamayacağı kadar küçük olmasını istiyorsunuz. Kutunun giriş yolunu kedinin dışarı atlayamayacağı kadar inşa edin.
C- [adım] Giriş yolunun uzun ve dar olmasını istiyorsunuz. Açıklığın nerede olduğunu ölçmek için bir şerit metre/cetvel kullanın, böylece kutudan kolayca erişebileceğiniz bir yola sahip olursunuz.
D- [adım] Bu, kedinizin sığabileceği kadar büyük olmalıdır. Çok küçük olmadığından emin olun.",D,A
"[başlık] Kırmızı ruj nasıl kullanılır [başlık] Soğuk suyla dudaklarınızdaki yabancı parçacıkları (yabancı olmasa bile soyulan deriyi bile) temizleyin. [adım] Kuruyana kadar hafifçe vurun (öpücüğünüz çatlamışsa biraz dudak kremi sürün ve dudaklarınız nemli ve pürüzsüz olana kadar bekletin). [başlık] Orta basınç kullanarak tek kat kırmızı dudak rengi uygulayın.
Şıklar:
A- [adım] Siyah olmasına gerek yok çünkü bu sadece senin için ruj. Pek çok farklı ton kullanabilirsiniz ve çılgın bir turuncu ""la la la la"" dudak rengine sahip olamazsınız.
B- [adım] Bu ıslandıktan sonra, düzeltmek için dış köşeye (dudakların kenarına) sürün. Çok fazla yukarı kaldırmayın çünkü bu, rengin kaçmasına ve makyajın bozulmasına neden olabilir.
C- [adım] Dudaklarınızın mükemmel bir şekilde kırmızı görünmesi, renginin ne çok soluk ne de çok küstah olmaması için onu ovalayın. Dudak fırçanız varsa harikalar yaratacaktır, ancak parmaklarınızın da aynısını yapması gerekir.
D- [adım] Dudaklarınıza eşit şekilde uygulandığından emin olun; aksi takdirde fırça rengi kaybolur. Bu adım kesinlikle gerekli değildir ancak çoğu kişi son rötuşları takdir edecektir.",C,C
"[başlık] İspanyolca'da harika nasıl söylenir [başlık] "" impresionante"" kullanın. [step] "" Bu kelime kelimenin tam anlamıyla "" etkileyici "" olarak çevrilir, ancak genellikle İngilizcede "" harika "" ile aynı şekilde kullanılır. Bu ezberlenmesi yararlı bir kelimedir çünkü ispanyolca konuşulan dünyanın tamamında kullanılmaktadır.
Şıklar:
A- İspanyolca'da "" impreciciante "" deyin. Bu şu anlama geliyor: "" Şaplak atmak gibi, ben de şaplak atıyorum.
B- [alt adımlar] "" impresionante "", "" trémax "" olarak telaffuz edilir. "" wow "" gibi geliyorsa "" awe pleir "" deyin.
C- [alt adımlar] Bu kelime "" eem-pdess-ee-oh-non-tay "" olarak telaffuz edilir. Sondan ikinci hecede vurgu yapılır (birçok İspanyolca kelimede olduğu gibi).
D- ""hmm"" veya ""pah"" ve ""yum-yum"" gibi kelimeleri kullanarak İspanyolca'da ""harika"" demeyi öğrenebilirsiniz. [alt adımlar] Her ikisinin de telaffuzu Fransızcadır ve telaffuzları ispanyolca konuşanlar arasında farklılık gösterir.",C,C
"[başlık] Adobe Audition nasıl kullanılır [başlık] Yeni bir projeyi, kaydedileceği dosyayı seçerek içerik oluşturun ve "" kaydet""e tıklayın. [adım] "" Kaydı durdurduktan sonra dalga formu ekranda görünmelidir. [title] Bir başlangıç ​​noktası seçerek kaydınızı düzenleyin.
Şıklar:
A- [adım] Düzenlenen kısmın başlamasını istediğiniz noktada farenizi tıklayın. Fareyi (sol düğme basılıyken) düzenlemeyi durdurmak istediğiniz noktaya sürükleyin.
B- [adım] ""düzenle"" tuşuna basın ve ardından içe aktarma penceresine gidin ve ""daha fazlasını içe aktar"" seçeneğini seçin. [title] Seçtiğiniz konumda bir konum seçin ve ""topluluk merkezi veya halka açık..."" gibi genel bir ad seçin. [title] Çizim dosyasını çalıştırın.
C- [adım] Buna genellikle havalı atış denir. [title] Şimdi kayıt modunu ayarlamak için dosyaya tıklayın.
D- [adım] Daha spesifik içerikleri düzenleyebilirsiniz, ancak storyboard'lar için bu genellikle gerekli değildir. [title] Boyadıktan, kopyaladıktan veya değişiklik ekledikten sonra görselinizi seçin, kullanmak istediğinizi sipariş edin ve ""Başlayın""a tıklayın.",A,A
"[header] Boksta sol kroşe nasıl atılır [title] Normal boks duruşunuzda durun. [adım] Güçlü yumruk atanlar genellikle ön (sol) ayağını düz yumruk atanlara göre sağ ayaklarıyla kareye daha yakın tutarlar. [title] Aşağıdakileri aynı anda yapın: [alt adımlar] Arka (sağ) ayağınızı yere koyun ve orada tutun.
Şıklar:
A- [title] Elleriniz her zaman kalça hizasında olacak şekilde inin. [title] Aşağıdakileri yaparken baskın elinizi geniş bir yay şeklinde sallamaya çalışın. [title] Arkadaki ayağınızı bırakın.
B- Ayağınızın üst kısmı seviyenizle aynı hizada olmalıdır. Bu duruşta 15 saniye boyunca bir duruş sergileyin.
C- Darbeyi vermek için ileri doğru hareket ettiğinizde bu ayak hareket edecektir. Sol ayağınızı parmak ucuna koyun ve sanki sigara söndürüyormuş gibi sağa doğru bükün.
D- Ellerinizi vücudunuzun her iki yanındaki matın üzerine, başparmaklarınız kaval kemiklerinizle aynı hizada olacak şekilde yerleştirin. Kollar her iki tarafınıza sarkıyor.",C,C
"[başlık] Pozitif ve negatif kan grupları nasıl belirlenir [başlık] Rh faktörünüzü neyin belirlediğini anlayın. [adım] Kırmızı kan hücrelerinizde bulunan rh faktörü, ebeveynlerinizden aldığınız veya almadığınız bir proteindir. Proteine ​​sahip olduğunuzda rh pozitifsiniz.
Şıklar:
A- Demir, kırmızı kan hücrelerinin yaşlanmasından sorumlu olan ve kırmızı kan hücrelerinizi daha hızlı etkileyebilen bir hormondur. [alt adımlar] Örneğin, kırmızı kan hücreleriniz, hamile kalmadan hemen önce sağlıklı beslenmekten, düzenli egzersiz yapmaktan ve seks yapmaktan aldığınız mevcut seviyede (rh) bulunur.
B- Ekstra protein kan şekeri seviyenizi düşürebilir ve sağlığın bozulmasına neden olabilir. Biyokimyadan, zepeazol grubu üzerinde bilim adamlarının yürüttüğü klinik çalışmalardan, bir diyaliz kliniğine kan bağışından veya bağışlanan plazmadan genlerinizde rh pozitif düzeylerine sahip olacaksınız.
C- Eğer protein mevcut değilse, rh negatifsinizdir. [alt adımlar] Pozitif rh faktörleri olan kişiler a +, b +, ab + veya o + gibi pozitif kan gruplarına sahiptir.
D- Hücresel replikasyon, hipofiz üreme yeteneğinize (hipofiz bezi) çok benzer; ancak ebeveynleriniz tarafından yapılan hücresel kopyalama, kanınızın etkinleştirildiği yer olan hipofiz bezinin üreme yeteneğine çok daha benzer. [alt adımlar] Belirli bir proteinin etkisi, test edildiğiniz mevcut proteine ​​bağlı olarak değişir.",C,C
"[header] Bomber ceket nasıl giyilir [title] Uygun olduğunu düşünün. [adım] Ekipmana sarılı askerler için faydacı bir parça olarak başladıkları için doğal olarak büyük boylardır. Ancak tasarımcılar bomber ceket tasarımıyla oynamaktan çekinmediler.
Şıklar:
A- Kalın Amerikan blazerlerden ¾-1-çıkan bomber ceketlere kadar tonlarca seçeneğiniz var. Sadece bunları denemeniz ve size tam olarak uyup uymadığını görmeniz gerekiyor.
B- Aslında geçmişte askeri durumlara uygun birçok özel bombardıman ceketi yaptılar. [alt adımlar] Bomber ceketler geniş kenarlı, işlevseldir ve daha az büyük olma eğilimindedir.
C- Bunları oversize bir parça olarak giyebileceğiniz gibi, dar kesimli, kısaltılmış versiyonları vb. olarak da bulabilirsiniz. [alt adımlar] Doğru uyumu yakalamak, bu görünümü güzelleştirmenin anahtarıdır.
D- Basit bir düğmeyi deneyin ve harika çalışabilir. Sezonluk ""steampunk"" malzemeleri giymek istiyorsanız bunun yerine sade düğmeli bir elbise kullanabilirsiniz.",C,C
"[header] Panini ızgarası nasıl temizlenir [title] Fazla yiyeceği taşımak için ıslak bir kağıt havlu kullanın. [adım] Plakaları tamamen temizlemeden önce, fazla yiyecekleri onlardan çıkarmanız gerekir. Tabağa yapışmış yiyecek kırıntılarını veya parçalarını çıkarmak için ıslak bir kağıt havlu kullanarak tabakları silin.
Şıklar:
A- [alt adımlar] Tabakta fazla yiyecek varsa kalıntıları silmeye devam edin. [title] Paniniyi uzunlamasına dilimleyin.
B- [alt adımlar] Islak kağıt havlu kullanmak, ızgaranızda kullanmış olabileceğiniz yapışmaz pişirme spreylerini de çıkarmanıza yardımcı olur. Bu önemlidir, çünkü bir kat pişirme spreyi ızgaranızın tamamen temizlenmesini engelleyebilir.
C- [alt adımlar] Fazla yiyecekleri kurutmak için ıslak kağıt havluyu kullanın. Yiyeceği hâlâ ıslakken tabaktan çıkarmanız gerekiyorsa kağıt havluyu çöpe atın.
D- [alt adımlar] Çoğunlukla ihtiyaç duyulmayan yiyecekleri çıkarırken, kalan yiyecekleri buhardan yakalamak için tabağı dağınıklığın içine koyun. [başlık] Kurutulmuş yiyecekleri toplamak için tabakları kağıt havluların üzerine yerleştirin.",B,B
"Yanında küçük bir sopayla duran bir adam, sopayla çocuğun elini gıdıklıyor. Çocuk bundan hoşlanmış gibi görünür ve ondan bunu diğer eliyle de yapmasını ister. adam
Şıklar:
A- Çocuğun performansından memnun görünüyor ve çocuk elini sıkmak için adamın masasına yaklaşıyor.
B- ellerini küçük daireler çizerek ve tekrar tekrar hareket ettirmeye devam ediyor.
C- daha sonra çocuğun bacağına vuruyor, bacağına tokat atıyor ve onu bağlıyor.
D- küçük çocuğun diğer elini de gıdıklıyor.",D,D
